id,title,vote_average,vote_count,runtime,imdb_id,original_language,overview,popularity,genres,keywords,year
10384,Supernova,4.931,334,91,tt0134983,en,"Set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship Nova-17 responds. What they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form.",5.979785913247199,"Science Fiction, Horror, Thriller","future, starship, black people, supernova, blast",2000
12662,Psycho III,5.557,334,93,tt0091799,en,"Norman Bates is still running his little motel, and he has kept the dressed skeleton he calls 'mother'. One day a nosey journalist comes to see him to ask questions about his past.",6.01840290898072,"Horror, Thriller, Mystery","depression, prostitute, schizophrenia, nun, psychopath, gore, sequel, murder, cross dressing, slasher, corpse, mental illness",1986
673595,"Maggie Simpson in ""Playdate with Destiny""",7.418,334,4,tt11898442,en,"It seemed like just another day at the park for Maggie Simpson. But when Maggie faces playground peril, a heroic young baby whisks her from danger and steals her heart.",6.133205191824301,"Animation, Comedy, Family, Romance","cartoon, playground, meet cute, babies, short film",2020
190469,Redirected,5.805,334,99,tt2275946,en,"Four friends become stranded in Eastern Europe and have to become hit men, prostitutes, corrupt cops, smugglers and more to make it home.",6.033701654894319,"Action, Comedy, Crime, Thriller","casino, gambling, boss, lithuania, murder, wedding, death, pack of money",2014
259761,Lights Out,7.304,334,3,tt3605002,xx,"A woman prepares for bed, but realizes that something may be lurking in the shadows.",6.1261727037833715,Horror,short film,2013
774372,"ariana grande: excuse me, i love you",8.118,334,97,tt13615386,en,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.,6.176387135935266,"Music, Documentary","music rehearsal, live music",2020
502,Fail Safe,7.811,333,112,tt0058083,en,Because of a technical defect an American bomber team mistakenly orders the destruction of Moscow. The President of the United States has but little time to prevent an atomic catastrophe from occurring.,6.157143308165871,"Drama, Thriller, War","new york city, usa president, general, atomic bomb, missile, cold war, interpreter, pentagon, bunker, hydrogen bomb, strategic air command, bomber, fighter pilot, destroy, moscow, russia",1964
18030,Kiss Me Deadly,7.1,333,106,tt0048261,en,"One evening, Hammer gives a ride to Christina, an attractive hitchhiker on a lonely country road, who has escaped from the nearby lunatic asylum. Thugs waylay them and force his car to crash. When Hammer returns to semi-consciousness, he hears Christina being tortured until she dies. Hammer, both for vengeance and in hopes that ""something big"" is behind it all, decides to pursue the case.",6.113406031458502,"Mystery, Thriller, Crime","film noir, hitchhiker, beach house, convertable",1955
19556,Miss March,5.5,333,89,tt1151922,en,A young man awakens from a four-year coma to hear that his once virginal high-school sweetheart has since become a centerfold in one of the world's most famous men's magazines. He and his sex-crazed best friend decide to take a cross-country road trip in order to crash a party at the magazine's legendary mansion headquarters and win back the girl.,6.014981780077644,"Comedy, Romance","first time, virgin, road trip, playboy, duringcreditsstinger",2009
299847,Happily Mixed Up,6.134,333,105,tt3825750,it,A psychoanalyst learns to have an illness and as a consequence he decides to quit his job. All his patients get together to find a way to make him feel better.,6.0539823896873095,Comedy,"psychoanalyst, health crisis",2014
15919,Marty,7.462,333,90,tt0048356,en,"Marty, a butcher who lives in the Bronx with his mother is unmarried at 34. Good-natured but socially awkward he faces constant badgering from family and friends to get married but has reluctantly resigned himself to bachelorhood. Marty meets Clara, an unattractive school teacher, realising their emotional connection, he promises to call but family and friends try to convince him not to.",6.135674518333421,"Drama, Romance","italian american, marriage, butcher, teacher, love, crying, overbearing mother, dance hall, old maid",1955
3543,Bagdad Cafe,7.221,333,108,tt0095801,de,A surreal comedy depicting a diverse cast of characters and the changes they undergo as the German tourist Jasmin interacts with each of them at a remote truck stop in the middle of the Mojave desert.,6.12084936546918,"Comedy, Drama","nevada, motel, highway, wilderness, rosenheim",1987
339792,David Brent: Life on the Road,6.081,333,96,tt3137630,en,"A camera crew catches up with David Brent, the former star of the fictional British series, ""The Office"" as he now fancies himself a rockstar on the road.",6.050722086360318,"Comedy, Music","office, tour bus, cringe",2016
771077,Rise,7.53,333,117,tt13531468,fr,"Elise thought she had the perfect life: an ideal boyfriend and a promising career as a ballet dancer. It all falls apart the day she catches him cheating on her with her stage backup; and after she suffers an injury on stage, it seems like she might not be able to dance ever again.",6.139857549017108,"Comedy, Drama",dance,2022
461053,S.W.A.T.: Under Siege,5.85,333,89,tt6014472,en,"When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as “The Scorpion” for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, it’s up to him and his expert S.W.A.T. team to keep “The Scorpion” and his billion dollar secrets safe.",6.036512085067207,"Action, Crime, Thriller",s.w.a.t.,2017
11215,Baby Boom,6.357,333,110,tt0092605,en,The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.,6.067700269723516,"Comedy, Drama, Romance","baby, yuppie, career woman, business woman, relationship problems, business consultant, adoptive mother, orphan, vermont, manhattan, new york city, starting over",1987
2210,Earth Girls Are Easy,5.62,333,100,tt0097257,en,"In this musical comedy, Valerie is dealing with her philandering fiancé, Ted, when she finds that a trio of aliens have crashed their spaceship into her swimming pool. Once the furry beings are shaved at her girlfriend's salon, the women discover three handsome men underneath. After absorbing the native culture via television, the spacemen are ready to hit the dating scene in 1980s Los Angeles.",6.022363598931208,"Comedy, Science Fiction","spacecraft, dancing, dream, police, musical, romantic comedy, bikini, swimming pool, romance, alien, beauty salon, hospital, makeover, nosy neighbor, discotheque, valley girl",1988
11068,Singles,6.336,333,99,tt0105415,en,"Romantic comedy about six of Seattle's young people, most of whom live in the same apartment building and whose lives revolve around the city's ever-expanding music scene. The interrelated stories about each character's progress through the singles scene are intriguing and often very funny, and the soundtrack is a grunge fanatic's dream, with the likes of Soundgarden, Pearl Jam and Mudhoney.",6.0664084514241425,"Comedy, Drama, Romance","lovesickness, love of one's life, free love, cheating, roommate, ex-boyfriend, ex-girlfriend, seattle, washington, blind date, grunge",1992
28739,Cabin Fever 2: Spring Fever,4.498,333,87,tt0961722,en,A high school prom faces a deadly threat: a flesh-eating virus that spreads via a popular brand of bottled water.,5.9533435926503815,Horror,"high school, girlfriend, prom, high school student, virus",2009
5121,The Sugarland Express,6.551,333,110,tt0072226,en,"Married small-time crooks Lou-Jean and Clovis Poplin lose their baby to the state of Texas and resolve to do whatever it takes to get him back. Lou-Jean gets Clovis out of jail, and the two steal their son from his foster home, in addition to taking a highway patrolman hostage. As a massive dragnet starts to pursue them across Texas, the couple become unlikely folk heroes and even start to bond with the captive policeman.",6.079634210203445,"Crime, Drama","prison, police, stadium, kidnapping, hostage, texas, adoption, texas ranger, baby-snatching, based on true story, road trip, on the run, vulgarity, convicted felon, runaway couple, fugitive lovers",1974
43919,Hatchet II,5.52,333,85,tt1270835,en,"Picking up right where the original ended, Marybeth escapes the clutches of the swamp-dwelling killer Victor Crowley. After learning the truth about her family’s connection to the hatchet-wielding madman, Marybeth returns to the Louisiana swamps along with an army of hunters to recover the bodies of her family and exact the bloodiest revenge against the bayou butcher.",6.016212083219905,"Horror, Comedy, Thriller","swamp, killer, ax",2010
